Split Cost,Storage Use
0,0.025
0,0.05
0,0.075
0,0.1
0,0.125
0,0.15
0,0.175
0,0.2
0,0.225
0,0.25
0,0.275
0,0.3
0,0.325
0,0.35
0,0.375
0,0.4
0,0.425
0,0.45
0,0.475
0,0.5
0,0.525
0,0.55
0,0.575
0,0.6
0,0.625
0,0.65
0,0.675
0,0.7
0,0.725
0,0.75
0,0.775
0,0.8
0,0.825
0,0.85
0,0.875
0,0.9
0,0.925
0,0.95
0,0.975
0,1.0
3,0.3416666666666667
0,0.35
0,0.35833333333333334
0,0.36666666666666664
0,0.375
0,0.38333333333333336
0,0.39166666666666666
0,0.4
0,0.4083333333333333
0,0.4166666666666667
0,0.425
0,0.43333333333333335
0,0.44166666666666665
0,0.45
0,0.4583333333333333
0,0.4666666666666667
0,0.475
0,0.48333333333333334
0,0.49166666666666664
0,0.5
0,0.5083333333333333
0,0.5166666666666667
0,0.525
0,0.5333333333333333
0,0.5416666666666666
0,0.55
0,0.5583333333333333
0,0.5666666666666667
0,0.575
0,0.5833333333333334
0,0.5916666666666667
0,0.6
0,0.6083333333333333
0,0.6166666666666667
0,0.625
0,0.6333333333333333
0,0.6416666666666667
0,0.65
0,0.6583333333333333
0,0.6666666666666666
3,0.50625
0,0.5125
0,0.51875
0,0.525
0,0.53125
0,0.5375
0,0.54375
0,0.55
0,0.55625
0,0.5625
0,0.56875
0,0.575
0,0.58125
0,0.5875
0,0.59375
0,0.6
0,0.60625
0,0.6125
0,0.61875
4,0.4166666666666667
0,0.42083333333333334
0,0.425
0,0.42916666666666664
0,0.43333333333333335
0,0.4375
0,0.44166666666666665
0,0.44583333333333336
0,0.45
0,0.45416666666666666
0,0.4583333333333333
0,0.4625
0,0.4666666666666667
0,0.4708333333333333
0,0.475
0,0.4791666666666667
0,0.48333333333333334
0,0.4875
0,0.49166666666666664
0,0.49583333333333335
0,0.5
0,0.5041666666666667
0,0.5083333333333333
0,0.5125
0,0.5166666666666667
0,0.5208333333333334
0,0.525
0,0.5291666666666667
0,0.5333333333333333
0,0.5375
0,0.5416666666666666
0,0.5458333333333333
0,0.55
0,0.5541666666666667
0,0.5583333333333333
0,0.5625
0,0.5666666666666667
0,0.5708333333333333
0,0.575
0,0.5791666666666667
0,0.5833333333333334
4,0.5035714285714286
0,0.5071428571428571
0,0.5107142857142857
0,0.5142857142857142
0,0.5178571428571429
0,0.5214285714285715
0,0.525
0,0.5285714285714286
0,0.5321428571428571
0,0.5357142857142857
0,0.5392857142857143
0,0.5428571428571428
0,0.5464285714285714
0,0.55
0,0.5535714285714286
0,0.5571428571428572
0,0.5607142857142857
0,0.5642857142857143
0,0.5678571428571428
0,0.5714285714285714
0,0.575
0,0.5785714285714286
0,0.5821428571428572
0,0.5857142857142857
0,0.5892857142857143
0,0.5928571428571429
0,0.5964285714285714
0,0.6
0,0.6035714285714285
0,0.6071428571428571
0,0.6107142857142858
0,0.6142857142857143
0,0.6178571428571429
0,0.6214285714285714
0,0.625
0,0.6285714285714286
0,0.6321428571428571
0,0.6357142857142857
0,0.6392857142857142
0,0.6428571428571429
0,0.6464285714285715
0,0.65
0,0.6535714285714286
0,0.6571428571428571
0,0.6607142857142857
4,0.58125
0,0.584375
0,0.5875
0,0.590625
0,0.59375
3,0.4775
0,0.48
0,0.4825
0,0.485
0,0.4875
0,0.49
0,0.4925
0,0.495
0,0.4975
0,0.5
0,0.5025
0,0.505
0,0.5075
0,0.51
0,0.5125
0,0.515
0,0.5175
0,0.52
0,0.5225
0,0.525
0,0.5275
0,0.53
0,0.5325
0,0.535
0,0.5375
0,0.54
0,0.5425
0,0.545
0,0.5475
0,0.55
0,0.5525
0,0.555
0,0.5575
0,0.56
0,0.5625
0,0.565
0,0.5675
0,0.57
0,0.5725
0,0.575
0,0.5775
0,0.58
0,0.5825
0,0.585
0,0.5875
3,0.5363636363636364
0,0.5386363636363637
0,0.5409090909090909
0,0.5431818181818182
0,0.5454545454545454
0,0.5477272727272727
0,0.55
0,0.5522727272727272
0,0.5545454545454546
0,0.5568181818181818
0,0.5590909090909091
0,0.5613636363636364
0,0.5636363636363636
0,0.5659090909090909
0,0.5681818181818182
0,0.5704545454545454
0,0.5727272727272728
3,0.5270833333333333
0,0.5291666666666667
0,0.53125
0,0.5333333333333333
0,0.5354166666666667
0,0.5375
0,0.5395833333333333
0,0.5416666666666666
0,0.54375
0,0.5458333333333333
0,0.5479166666666667
0,0.55
0,0.5520833333333334
0,0.5541666666666667
0,0.55625
0,0.5583333333333333
0,0.5604166666666667
0,0.5625
0,0.5645833333333333
0,0.5666666666666667
3,0.4875
0,0.48928571428571427
0,0.49107142857142855
0,0.4928571428571429
0,0.49464285714285716
0,0.49642857142857144
0,0.4982142857142857
2,0.4666666666666667
0,0.4683333333333333
0,0.47
0,0.4716666666666667
0,0.47333333333333333
0,0.475
0,0.4766666666666667
0,0.47833333333333333
0,0.48
0,0.4816666666666667
0,0.48333333333333334
0,0.485
0,0.4866666666666667
0,0.48833333333333334
0,0.49
0,0.49166666666666664
0,0.49333333333333335
0,0.495
0,0.49666666666666665
0,0.49833333333333335
0,0.5
0,0.5016666666666667
0,0.5033333333333333
0,0.505
0,0.5066666666666667
0,0.5083333333333333
0,0.51
0,0.5116666666666667
0,0.5133333333333333
0,0.515
0,0.5166666666666667
0,0.5183333333333333
0,0.52
0,0.5216666666666666
0,0.5233333333333333
0,0.525
0,0.5266666666666666
0,0.5283333333333333
0,0.53
0,0.5316666666666666
0,0.5333333333333333
0,0.535
0,0.5366666666666666
0,0.5383333333333333
0,0.54
0,0.5416666666666666
0,0.5433333333333333
0,0.545
0,0.5466666666666666
0,0.5483333333333333
0,0.55
0,0.5516666666666666
0,0.5533333333333333
0,0.555
0,0.5566666666666666
2,0.5234375
0,0.525
0,0.5265625
0,0.528125
0,0.5296875
0,0.53125
0,0.5328125
0,0.534375
0,0.5359375
0,0.5375
0,0.5390625
0,0.540625
0,0.5421875
0,0.54375
0,0.5453125
0,0.546875
0,0.5484375
0,0.55
0,0.5515625
0,0.553125
0,0.5546875
0,0.55625
0,0.5578125
0,0.559375
0,0.5609375
0,0.5625
0,0.5640625
0,0.565625
0,0.5671875
0,0.56875
0,0.5703125
0,0.571875
0,0.5734375
0,0.575
0,0.5765625
0,0.578125
0,0.5796875
0,0.58125
0,0.5828125
0,0.584375
0,0.5859375
0,0.5875
0,0.5890625
0,0.590625
0,0.5921875
0,0.59375
0,0.5953125
0,0.596875
0,0.5984375
0,0.6
0,0.6015625
0,0.603125
0,0.6046875
0,0.60625
3,0.5720588235294117
0,0.5735294117647058
0,0.575
0,0.5764705882352941
